person_age,person_gender,person_1,person_income,person_emp_exp,person_home_oqwnership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24,0,2,48259,1,0,15098,3,15.63,0.31,3,571,0,1
27,0,2,71693,8,0,3000,3,8.41,0.04,9,664,0,1
32,0,2,38350,10,0,3629,3,14.75,0.09,11,679,0,1
25,0,0,71793,5,0,6819,3,13.03,0.09,2,589,0,1
25,1,3,39705,2,1,2500,2,16.45,0.06,3,583,0,1
26,0,0,70429,3,0,20000,0,10.64,0.28,4,682,0,1
30,1,1,45526,8,0,12000,1,10.05,0.26,7,487,0,1
37,1,4,28420,14,0,10000,1,13.21,0.35,15,691,0,1
22,0,3,43867,0,0,2406,2,11.27,0.05,3,699,0,1
25,0,2,31084,2,0,9486,1,8.41,0.31,6,633,0,1
28,0,0,46714,6,0,5000,1,13.5,0.11,6,562,0,1
23,0,0,67912,4,0,18250,1,16.69,0.27,4,640,0,1
25,0,1,44239,1,1,7000,0,14.91,0.16,4,648,0,1
25,0,0,106619,1,1,8487,0,14.65,0.08,5,482,0,1
24,1,3,90837,3,0,25000,5,10.33,0.28,4,694,0,1
25,0,1,30799,3,0,5350,2,15.61,0.17,4,627,0,1
28,1,3,44221,8,1,6835,0,8.18,0.15,9,639,0,1
22,0,0,89747,0,1,10000,5,8.91,0.11,3,646,0,1
28,1,3,37022,3,0,6000,2,17.13,0.16,6,652,0,1
29,1,4,141611,8,1,12000,4,13.55,0.08,8,612,0,1
29,0,2,111378,7,1,3128,3,16.32,0.03,7,637,0,1
33,0,2,130451,8,1,4952,0,12.48,0.04,12,586,0,1
31,0,2,58569,5,0,15000,4,14.53,0.26,6,544,0,1
26,1,2,54001,4,0,4600,4,13.99,0.09,4,630,0,1
23,0,2,20209,1,1,5571,0,11.14,0.28,3,637,0,1
35,1,2,69289,16,0,6178,1,11.04,0.09,12,728,0,1
23,0,2,15100,0,0,6000,0,8.87,0.4,4,687,0,1
25,0,0,74314,2,0,25000,3,16.62,0.34,3,623,0,1
29,0,1,68194,4,1,7889,3,12.41,0.12,6,661,0,1
38,0,1,35576,16,0,9539,4,14.64,0.27,13,628,0,1
24,1,1,92397,0,1,15000,1,12.63,0.16,3,513,0,1
24,1,0,47814,1,0,13000,0,10.78,0.27,4,637,0,1
25,1,1,36013,3,0,4000,3,11.69,0.11,3,565,0,1
32,0,3,41917,13,0,7500,2,6.96,0.18,7,690,0,1
28,0,0,150668,4,1,5000,0,11.99,0.03,9,477,0,1
27,0,0,53580,4,0,13650,0,10.65,0.25,7,548,0,1
28,0,1,99546,5,0,16750,5,20,0.17,7,659,0,1
26,1,1,24351,1,0,8753,2,10.43,0.36,4,610,0,1
31,1,0,72617,7,1,6000,1,12.69,0.08,8,632,0,1
25,1,2,17441,5,0,8000,2,11.1,0.46,5,676,0,1
24,0,0,45445,0,0,8000,4,8.9,0.18,4,660,0,1
22,0,2,71885,0,1,5000,1,9.22,0.07,2,686,0,1
27,0,2,36851,5,0,14500,5,12.45,0.39,7,693,0,1
27,1,0,158393,7,1,12645,2,15.15,0.08,7,552,0,1
29,1,3,87481,3,0,24000,2,10.64,0.27,8,620,0,1
38,1,0,63595,15,1,6584,0,14.73,0.1,12,689,0,1
23,0,2,65795,0,0,9976,1,11.54,0.15,4,624,0,1
26,1,1,65115,5,0,4200,5,11.63,0.06,6,656,0,1
21,1,2,22672,0,0,3000,0,7.9,0.13,2,666,0,1
26,1,1,71727,0,1,5000,0,6.94,0.07,4,634,0,1
28,1,1,15407,2,1,3244,0,10.44,0.21,9,627,0,1
24,1,2,31003,2,0,10000,5,11.67,0.32,4,668,0,1
22,0,0,25183,0,0,5000,3,11.35,0.2,3,576,0,1
26,1,2,65622,3,0,25000,0,16.52,0.38,4,555,0,1
26,0,1,39351,7,0,8575,3,15.91,0.22,3,611,0,1
25,1,0,50008,1,0,8496,0,11.03,0.17,4,568,0,1
29,0,1,34741,8,0,9528,0,10.2,0.27,5,687,0,1
23,1,2,47229,2,0,13000,1,11.56,0.28,4,579,0,1
29,1,2,73055,9,0,25000,0,13.47,0.34,11,644,0,1
37,1,1,130367,18,1,15032,2,12.62,0.12,13,629,0,1
30,0,2,41338,7,0,13724,3,15.49,0.33,10,691,0,1
36,1,1,54001,15,0,1833,3,10.59,0.03,13,674,0,1
35,0,2,13243,10,0,3366,1,9.27,0.25,12,652,0,1
27,0,2,37043,1,0,12884,0,14.09,0.35,7,640,0,1
44,0,2,18907,19,0,2350,1,10.82,0.12,13,712,0,1
28,1,0,12497,2,0,1561,5,11.81,0.12,7,635,0,1
31,1,2,63789,9,0,8368,3,7.78,0.13,7,654,0,1
26,1,1,71707,5,0,20000,1,13.29,0.28,4,687,0,1
23,0,3,81864,1,0,20000,3,16.94,0.24,3,686,0,1
27,1,1,59408,7,0,17500,3,12.6,0.29,9,588,0,1
28,1,2,20167,5,0,3089,1,8.53,0.15,7,631,0,1
38,0,2,48984,11,0,18258,1,12.41,0.37,17,713,0,1
24,0,2,77639,2,0,9874,0,11.31,0.13,4,551,0,1
25,0,0,144805,1,1,7952,1,11.23,0.05,4,617,0,1
23,1,2,43995,0,0,15000,4,13.16,0.34,3,661,0,1
23,1,1,24038,3,0,8000,4,15.35,0.33,4,673,0,1
26,0,2,23679,2,0,3469,0,8.95,0.15,3,684,0,1
34,1,2,38222,12,0,8000,3,14.15,0.21,11,678,0,1
23,1,3,59804,1,0,9600,0,10.75,0.16,3,629,0,1
25,0,1,41814,2,1,3754,3,13.03,0.09,6,564,0,1
24,0,0,83773,1,1,15000,2,14.75,0.18,3,662,0,1
28,0,3,30926,4,0,10934,1,10.49,0.35,9,753,0,1
24,0,2,42155,4,0,3000,4,10.83,0.07,5,697,0,1
23,1,1,47878,0,0,15000,3,14.19,0.31,4,665,0,1
23,0,0,30871,0,0,10445,0,11.74,0.34,3,625,0,1
23,0,3,64884,0,0,17351,5,7.65,0.27,4,610,0,1
22,0,1,38489,0,0,10066,3,12.76,0.26,4,587,0,1
23,0,3,29775,0,0,2705,3,10.75,0.09,3,694,0,1
27,1,0,56290,3,1,9162,3,15.99,0.16,7,610,0,1
25,0,1,41698,3,0,9600,4,15.82,0.23,5,652,0,1
23,0,0,57319,3,0,24000,5,11.37,0.42,5,670,0,1
29,0,1,37345,5,0,8000,0,12.54,0.21,6,616,0,1
27,1,3,86249,5,0,3200,0,13.8,0.04,5,648,0,1
24,0,2,76551,2,0,16716,3,15.72,0.22,4,625,0,1
23,1,2,54869,1,0,20000,3,13.27,0.36,3,621,0,1
26,1,0,35767,1,0,6026,4,14.31,0.17,4,605,0,1
25,1,0,84884,3,0,25000,1,13.71,0.29,4,618,0,1
22,1,0,58304,1,0,15038,4,11.48,0.26,3,574,0,1
41,0,1,282175,16,1,25000,3,15.7,0.09,16,587,0,1
31,0,2,179706,10,1,28338,0,16.72,0.16,8,684,0,1
27,1,1,51303,7,0,14000,5,9.96,0.27,5,642,0,1
23,0,1,20873,3,0,4291,0,10.68,0.21,4,627,0,1
26,0,0,62228,5,0,20245,1,15.71,0.33,5,654,0,1
28,1,1,37138,4,0,7000,1,15.28,0.19,7,600,0,1
26,0,0,88629,7,1,27044,1,14.98,0.31,2,618,0,1
27,0,0,66271,2,0,10976,3,14.98,0.17,10,535,0,1
32,0,4,44246,7,0,12200,3,10.25,0.28,6,704,0,1
27,0,3,58452,3,0,24977,5,10.6,0.43,7,676,0,1
36,0,2,87385,11,0,25000,3,17.57,0.29,10,678,0,1
23,0,2,24438,2,0,7772,3,14.49,0.32,4,655,0,1
30,1,3,92097,6,1,4427,0,16.24,0.05,11,617,0,1
30,1,1,59255,7,0,15000,3,10.98,0.25,9,576,0,1
23,1,0,65757,0,0,6000,0,16.07,0.09,3,613,0,1
36,0,2,71461,15,0,10000,1,11.8,0.14,14,714,0,1
28,0,3,40000,8,0,7000,4,14.6,0.18,7,624,0,1
38,1,0,215984,11,0,21592,5,11.32,0.1,16,549,0,1
23,1,0,22679,1,0,2745,3,15.97,0.12,2,596,0,1
24,0,1,56526,2,0,29227,1,13.75,0.52,2,642,0,1
27,0,0,52160,4,0,3764,0,11.71,0.07,5,644,0,1
25,1,0,39466,2,0,12077,3,8.43,0.31,2,627,0,1
24,0,2,40645,3,0,6000,0,14.16,0.15,4,682,0,1
22,0,2,35414,0,0,4000,3,14.96,0.11,4,674,0,1
23,0,0,51763,0,0,16000,5,12.46,0.31,3,654,0,1
23,1,3,51910,3,0,6000,2,12.48,0.12,4,690,0,1
24,0,1,68848,0,1,5851,3,11.4,0.08,4,528,0,1
23,1,1,36803,0,0,9000,1,13.78,0.24,4,663,0,1
28,1,2,101837,6,1,2903,1,15.72,0.03,7,677,0,1
36,1,0,34828,14,0,6144,3,10.83,0.18,10,654,0,1
29,1,2,72833,8,1,5998,1,15.26,0.08,10,593,0,1
24,0,3,66009,1,0,20000,4,16.06,0.3,3,653,0,1
23,1,1,137613,0,1,5000,2,15.14,0.04,3,631,0,1
23,1,1,35728,0,0,13467,2,13.72,0.38,4,679,0,1
27,0,2,47781,6,0,7000,4,13.94,0.15,7,567,0,1
28,1,1,62977,6,0,3062,2,14.96,0.05,7,595,0,1
23,1,0,54921,2,0,9804,4,13.13,0.18,3,608,0,1
25,1,1,95778,1,0,11160,3,15.44,0.12,3,673,0,1
28,1,0,14898,6,2,2077,1,7.77,0.14,6,698,0,1
29,0,2,90678,6,0,14000,3,12.93,0.15,7,670,0,1
24,0,3,45833,4,0,2911,0,13.24,0.06,4,713,0,1
29,0,2,17834,8,0,4905,5,8.68,0.28,5,693,0,1
23,1,3,73040,0,0,25341,4,11.48,0.35,3,562,0,1
30,1,2,30784,7,0,12000,3,10.92,0.39,8,607,0,1
27,1,2,69043,3,1,14278,3,14.57,0.21,7,669,0,1
24,0,0,10953,0,0,2732,0,7.34,0.25,4,641,0,1
37,1,1,38215,13,0,3666,3,15.55,0.1,14,664,0,1
25,1,2,51655,3,0,10000,5,14.26,0.19,3,683,0,1
21,0,1,39503,0,0,15000,0,11.13,0.38,3,639,0,1
24,0,1,77881,1,0,14453,0,8.4,0.19,2,686,0,1
29,1,2,72963,6,0,25000,4,19.5,0.34,10,613,0,1
24,1,1,47817,0,0,16000,2,14.26,0.33,4,575,0,1
23,0,1,36906,1,0,10000,3,12.95,0.27,2,656,0,1
28,0,1,59923,3,0,15000,3,13.91,0.25,5,625,0,1
28,0,2,21570,2,0,3344,0,13.01,0.15,6,574,0,1
31,0,1,26928,9,0,8909,4,9.79,0.33,5,665,0,1
32,1,3,83917,12,0,20000,5,15.68,0.24,7,641,0,1
26,0,0,42168,3,0,4000,3,15.98,0.09,7,666,0,1
31,1,2,37042,5,0,10000,0,10.19,0.27,7,532,0,1
26,1,2,68462,6,1,15000,3,15.23,0.22,6,653,0,1
24,1,1,66993,1,0,25000,1,11.4,0.37,4,489,0,1
31,0,2,62278,8,0,13337,3,16.51,0.21,9,637,0,1
31,1,1,54787,5,0,14000,4,7.91,0.26,6,609,0,1
39,1,2,41713,18,0,19353,0,14.13,0.46,11,680,0,1
29,0,0,65832,2,0,20000,0,18.58,0.3,6,630,0,1
25,1,1,13092,1,0,1783,0,7.93,0.14,3,579,0,1
24,0,1,53810,0,0,5000,3,14.91,0.09,2,537,0,1
31,1,1,36959,8,0,6000,5,18.42,0.16,8,528,0,1
30,0,2,29742,7,0,10000,0,12.43,0.34,10,679,0,1
26,0,1,27139,2,0,6534,0,15.11,0.24,6,557,0,1
23,0,2,76387,0,0,16000,3,14.53,0.21,3,687,0,1
27,0,1,34574,6,0,3436,2,15.89,0.1,5,645,0,1
32,0,2,84746,12,0,22610,1,13.15,0.27,5,709,0,1
29,1,0,41751,3,0,8000,3,13,0.19,10,532,0,1
24,0,0,34690,0,0,9500,3,6.23,0.27,3,565,0,1
40,0,1,39691,21,0,8000,0,14.79,0.2,15,618,0,1
27,0,3,79825,1,0,10076,3,15.3,0.13,5,685,0,1
23,0,2,29553,0,0,3000,2,11.12,0.1,5,648,0,1
28,0,2,51275,8,0,6000,2,14.45,0.12,5,658,0,1
24,1,0,71766,1,0,3000,3,10.77,0.04,4,579,0,1
30,0,1,48908,10,0,14049,3,12.72,0.29,8,623,0,1
27,0,2,118599,7,0,15693,0,14.67,0.13,3,591,0,1
23,1,2,37317,0,0,6000,0,17.46,0.16,4,666,0,1
25,0,2,37253,0,0,12000,0,10.95,0.32,6,674,0,1
34,0,0,31194,10,0,10000,0,7.54,0.32,10,557,0,1
28,0,2,65899,7,0,2128,2,14.32,0.03,6,553,0,1
23,1,2,42735,0,0,11958,0,9.02,0.28,4,647,0,1
24,1,1,49231,2,0,8173,0,10.26,0.17,3,668,0,1
26,1,2,22961,6,0,6482,2,10.89,0.28,4,673,0,1
21,0,2,24791,0,0,9234,3,8.16,0.37,4,541,0,1
27,0,0,36681,1,0,2400,2,16.08,0.07,9,623,0,1
28,0,3,65930,7,1,12000,4,15.51,0.18,7,663,0,1
25,0,0,27710,4,0,3988,0,11.34,0.14,4,550,0,1
31,1,1,74475,10,0,7501,0,12.67,0.1,8,720,0,1
34,0,1,81864,11,1,15000,3,14.13,0.18,8,639,0,1
31,1,2,83980,11,0,24029,3,15.48,0.29,6,666,0,1
25,1,3,36129,0,0,2500,3,12.73,0.07,4,711,0,1
29,0,1,37038,6,1,4239,4,16.38,0.11,5,650,0,1
27,1,3,27697,6,0,5646,4,13.71,0.2,7,674,0,1
25,0,1,44231,6,0,14993,0,15.04,0.34,2,683,0,1
25,0,0,24283,2,0,5000,5,9.62,0.21,2,617,0,1
26,0,2,69699,3,0,12000,3,15.56,0.17,6,643,0,1
31,0,1,24768,6,0,5000,3,16.54,0.2,8,446,0,1
31,0,2,92416,9,1,4543,0,17.28,0.05,8,655,0,1
26,0,2,57476,0,0,25000,5,11.99,0.43,7,543,0,1
26,0,2,65941,3,0,9600,2,16.02,0.15,6,696,0,1
27,0,2,106253,8,1,15415,0,12.79,0.15,6,692,0,1
26,1,2,72943,2,0,2731,3,14.07,0.04,4,664,0,1
24,1,1,39456,1,0,10000,5,8.06,0.25,3,539,0,1
30,1,1,47994,8,0,3000,4,14.53,0.06,10,679,0,1
36,0,1,23606,11,0,6000,0,15.02,0.25,11,632,0,1
24,1,3,15802,2,0,2507,4,12.56,0.16,2,675,0,1
26,0,0,80447,0,0,9895,0,15.52,0.12,4,540,0,1
28,0,2,105184,4,1,20000,4,11.51,0.19,5,655,0,1
24,0,1,36746,4,0,6000,4,15.95,0.16,3,583,0,1
23,1,3,36983,0,0,10000,3,9,0.27,4,693,0,1
24,1,0,53987,0,1,10752,0,18.27,0.2,5,556,0,1
23,1,2,47723,2,0,4936,0,16.22,0.1,4,581,0,1
27,0,1,42760,4,0,12000,0,9.98,0.28,8,617,0,1
30,1,4,63122,7,0,15000,1,11.02,0.24,8,714,0,1
25,0,2,22972,0,0,4500,4,13.19,0.2,3,633,0,1
26,0,2,48935,4,0,10000,0,10.96,0.2,4,652,0,1
33,1,0,30780,9,0,10000,3,8.44,0.32,10,605,0,1
27,1,1,30991,2,0,9378,3,12.03,0.3,6,641,0,1
33,0,0,59574,5,0,3000,0,15.95,0.05,7,639,0,1
37,0,1,106643,14,0,25000,4,19.66,0.23,15,597,0,1
29,0,2,19253,8,0,2128,3,14.13,0.11,7,653,0,1
33,0,0,43121,8,0,11160,3,8.65,0.26,11,689,0,1
30,1,2,122450,6,0,7492,1,11.64,0.06,5,680,0,1
32,1,2,18148,7,0,4784,5,10.78,0.26,6,668,0,1
23,1,2,18554,0,0,1163,5,16.25,0.06,3,664,0,1
32,1,0,37367,6,0,10000,5,9.84,0.27,6,630,0,1
26,0,1,24109,5,0,5000,4,11.26,0.21,3,640,0,1
26,0,2,47327,0,0,6000,5,13.19,0.13,3,691,0,1
23,0,2,18809,1,0,6000,3,7.78,0.32,3,570,0,1
25,1,1,23634,1,0,4000,1,8.3,0.17,4,585,0,1
27,1,0,47583,2,0,3329,3,12.64,0.07,6,643,0,1
27,0,0,41671,0,0,8924,1,9.1,0.21,7,646,0,1
36,0,3,119023,15,1,7842,1,12.84,0.07,12,683,0,1
30,1,2,121611,6,0,20000,0,17.9,0.16,7,549,0,1
25,0,1,24757,1,0,3224,4,13.66,0.13,4,622,0,1
24,0,2,80261,0,0,11875,0,14.09,0.15,3,619,0,1
25,0,1,43240,3,0,8000,0,16.21,0.19,3,600,0,1
27,1,1,92002,0,0,13624,3,16.36,0.15,7,598,0,1
30,1,0,95656,6,0,11367,3,14.4,0.12,7,616,0,1
22,0,1,15391,0,0,4000,3,11.26,0.26,4,656,0,1
34,0,2,75603,15,0,7393,3,15.03,0.1,9,681,0,1
27,1,3,51337,4,1,3139,0,14.69,0.06,7,625,0,1
24,0,1,84004,5,0,6000,0,15.86,0.07,4,632,0,1
27,1,1,88287,1,1,16000,2,16.61,0.18,5,631,0,1
26,0,1,63611,3,0,14662,3,12.47,0.23,4,581,0,1
26,1,0,62131,2,1,13000,3,15.34,0.21,2,578,0,1
24,1,0,15584,0,0,6505,1,7.61,0.42,4,599,0,1
26,0,2,78977,0,0,28000,3,7.9,0.35,7,517,0,1
27,0,0,35425,4,0,3931,4,14.73,0.11,8,601,0,1
27,1,2,77471,4,1,3401,3,8.52,0.04,6,563,0,1
27,0,0,116741,4,0,9191,3,13.08,0.08,4,649,0,1
42,1,1,96969,22,0,35000,4,11.43,0.36,15,583,0,1
29,0,0,22914,8,0,3501,5,14.22,0.15,6,541,0,1
27,0,1,75161,2,0,30000,3,17.92,0.4,3,649,0,1
25,0,1,103580,2,1,24000,0,16.54,0.23,2,627,0,1
25,1,2,66890,2,0,16793,1,10.92,0.25,5,578,0,1
24,1,0,38134,3,0,8000,1,7.25,0.21,5,522,0,1
24,1,2,82928,2,1,14630,3,17.07,0.18,4,627,0,1
32,1,0,37114,9,0,14369,3,12.64,0.39,8,567,0,1
25,0,2,106900,3,1,25000,5,14.65,0.23,4,639,0,1
23,0,2,93860,3,0,21995,0,13.2,0.23,3,565,0,1
28,1,3,34181,8,0,5000,3,14.96,0.15,7,720,0,1
35,0,0,76220,11,1,17914,3,16.87,0.24,10,618,0,1
29,1,2,102961,10,0,14352,0,13.01,0.14,5,658,0,1
27,0,1,26061,4,0,10000,3,12.32,0.38,5,634,0,1
38,1,1,28716,15,0,10000,4,13.42,0.35,16,655,0,1
32,0,0,22398,8,0,4000,1,14.72,0.18,10,689,0,1
28,0,1,32219,6,0,8000,4,11.44,0.25,5,695,0,1
21,0,3,59756,0,0,6000,4,15.06,0.1,4,634,0,1
33,0,1,37069,9,0,10000,5,12.59,0.27,8,657,0,1
26,1,0,44386,5,0,7000,0,14.19,0.16,3,643,0,1
23,1,1,24943,0,0,10000,1,7.82,0.4,5,657,0,1
38,1,2,65709,16,1,7542,5,11.84,0.11,14,625,0,1
27,0,3,177894,5,1,7993,0,16.81,0.04,4,669,0,1
22,1,2,37193,0,0,2445,1,15.41,0.07,3,669,0,1
35,1,3,80663,14,0,22080,3,14.49,0.27,9,628,0,1
38,0,1,192035,15,0,25000,1,18.09,0.13,15,713,0,1
37,1,0,42406,14,0,4500,3,14.51,0.11,10,589,0,1
45,0,1,96916,21,0,35000,4,11.08,0.36,14,650,0,1
36,1,1,53649,14,0,16000,4,14.34,0.3,10,512,0,1
23,1,2,52763,0,0,14400,3,7.82,0.27,3,552,0,1
27,0,0,95878,8,1,15000,3,13.82,0.16,5,555,0,1
43,1,1,15583,22,0,4111,3,10.84,0.26,13,532,0,1
24,1,2,60160,0,0,7803,1,15.49,0.13,2,702,0,1
31,1,2,130211,10,0,20000,2,15.56,0.15,10,578,0,1
25,1,1,25725,3,0,7467,0,7.9,0.29,4,649,0,1
24,1,0,39552,5,0,9250,4,14.66,0.23,5,640,0,1
27,0,1,24046,3,0,9031,0,12.13,0.38,7,661,0,1
23,1,0,40877,0,0,10998,1,7.73,0.27,3,668,0,1
22,0,2,37011,0,0,15000,0,15.27,0.41,3,581,0,1
28,0,2,34951,3,0,8700,1,14.43,0.25,8,633,0,1
24,1,1,41703,4,0,7000,0,13.92,0.17,3,677,0,1
24,0,1,61104,3,0,19322,1,12.4,0.32,3,638,0,1
29,0,3,56312,5,0,4631,2,12.81,0.08,8,632,0,1
23,0,0,34552,0,0,3321,2,14.01,0.1,3,500,0,1
23,0,1,22525,4,0,3000,0,11.73,0.13,4,657,0,1
25,1,1,63441,0,0,6272,2,13.55,0.1,4,551,0,1
25,0,1,67083,5,0,18950,1,10.06,0.28,3,616,0,1
26,0,1,50353,5,0,14000,0,14.98,0.28,5,607,0,1
25,0,2,32477,1,0,12000,3,14.25,0.37,4,624,0,1
38,1,3,131430,17,1,30000,0,16.37,0.23,11,652,0,1
25,0,2,48686,5,0,4910,1,14.52,0.1,3,590,0,1
61,0,1,73448,35,0,26550,1,10.76,0.36,26,733,0,1
26,0,0,51111,2,0,18000,5,9,0.35,3,621,0,1
38,1,1,53929,18,0,1739,3,12.25,0.03,17,650,0,1
26,1,0,53886,3,0,12000,3,18.33,0.22,3,653,0,1
33,0,2,58295,12,0,21012,3,11.01,0.36,8,653,0,1
49,1,3,86529,25,0,7000,1,16.71,0.08,26,745,0,1
36,0,2,59929,14,0,25000,4,15.63,0.42,11,676,0,1
24,1,1,91237,0,0,25000,5,11.11,0.27,4,567,0,1
30,0,2,66896,4,1,15000,0,15.61,0.22,10,669,0,1
24,0,1,44180,0,0,7500,4,12.59,0.17,3,633,0,1
23,1,3,31015,0,0,1013,0,11.39,0.03,4,689,0,1
30,0,0,58617,9,1,5000,3,13.08,0.09,7,667,0,1
27,1,3,43062,5,0,12840,3,10.53,0.3,5,639,0,1
22,0,2,15024,0,0,3000,1,13.6,0.2,3,619,0,1
47,0,1,44111,23,0,11160,3,11.86,0.25,24,576,0,1
26,0,1,63403,6,0,3104,2,15.64,0.05,7,631,0,1
49,1,3,154384,28,1,7671,1,16.81,0.05,12,695,0,1
23,1,1,57282,4,0,16980,0,10.15,0.3,4,677,0,1
24,1,2,47504,2,0,14476,1,10.45,0.3,3,684,0,1
26,0,1,28101,3,0,2500,4,8.45,0.09,4,670,0,1
28,1,1,35420,1,0,7976,3,13.25,0.23,9,676,0,1
36,1,2,47859,13,0,15000,3,13.66,0.31,8,689,0,1
24,1,1,107939,2,1,12549,4,13.56,0.12,4,664,0,1
32,0,0,36064,8,0,5000,4,14.65,0.14,10,690,0,1
25,1,2,43104,4,0,5000,3,13.95,0.12,3,634,0,1
26,1,0,37101,0,0,14069,3,13.16,0.38,7,652,0,1
32,1,0,32226,10,0,8000,3,9.46,0.25,8,597,0,1
27,0,2,71968,4,0,18000,3,12.42,0.25,9,660,0,1
37,0,3,79206,14,0,20000,2,10.33,0.25,16,581,0,1
25,1,3,44255,3,0,15000,5,10.64,0.34,4,653,0,1
28,1,2,54877,5,0,4000,4,14.9,0.07,6,642,0,1
26,1,0,41970,0,0,10000,1,13.57,0.24,4,554,0,1
31,0,3,280740,9,1,25000,1,17.6,0.09,11,612,0,1
32,0,1,19782,12,0,5000,4,5.74,0.25,5,638,0,1
23,1,1,29599,0,0,2800,0,11.49,0.09,4,581,0,1
23,1,3,65092,2,0,21237,4,10.84,0.33,3,687,0,1
26,0,0,75027,3,0,7596,3,13.5,0.1,5,653,0,1
22,1,2,22586,0,2,6500,2,7.66,0.29,3,584,0,1
24,1,1,70747,1,0,7228,3,11.79,0.1,3,527,0,1
23,1,2,39861,3,0,14090,3,9.5,0.35,2,614,0,1
24,0,0,37147,1,0,10000,2,15.53,0.27,4,653,0,1
29,0,0,80099,6,1,2395,2,15.09,0.03,8,630,0,1
25,0,1,42765,4,0,5574,3,16.23,0.13,4,630,0,1
39,0,0,8000,15,0,1267,1,12.16,0.16,16,640,0,1
22,0,0,44044,0,0,5000,3,12.68,0.11,4,593,0,1
21,1,0,10419,2,0,2707,3,10.95,0.26,3,627,0,1
26,1,2,41682,3,1,5813,2,12.79,0.14,7,623,0,1
22,1,0,18038,0,0,3000,2,12.57,0.17,4,621,0,1
27,0,2,51771,1,0,10000,0,16.49,0.19,6,675,0,1
24,0,1,61009,4,0,16000,2,10.66,0.26,2,597,0,1
25,0,2,38285,2,1,13480,1,13.2,0.35,5,603,0,1
23,1,2,35856,0,0,10000,1,18.62,0.28,4,685,0,1
30,0,2,50296,9,0,3640,0,16.17,0.07,8,690,0,1
29,0,2,15475,5,0,2000,5,10.72,0.13,7,587,0,1
37,1,1,43107,18,0,7023,3,16.55,0.16,17,688,0,1
35,1,1,71870,13,0,9899,1,13.52,0.14,9,707,0,1
29,1,0,54008,3,0,6000,4,13.52,0.11,8,568,0,1
35,0,0,61139,12,0,17526,4,12.85,0.29,5,629,0,1
33,1,2,144985,11,1,2192,0,16.13,0.02,11,695,0,1
24,1,0,13690,0,2,4912,2,9.93,0.36,3,679,0,1
22,0,2,44682,0,0,5000,3,14.82,0.11,4,691,0,1
24,0,2,36799,3,0,5300,1,15.58,0.14,4,616,0,1
29,0,4,95720,7,0,15733,1,13.05,0.16,5,625,0,1
30,1,2,39051,4,0,13275,1,11.01,0.34,6,620,0,1
29,1,2,118387,6,0,15438,0,12.63,0.13,4,668,0,1
22,1,2,48968,0,0,14047,0,11.54,0.29,4,593,0,1
30,0,2,26516,6,0,10000,5,11.61,0.38,6,604,0,1
36,0,2,44161,14,0,16000,4,9.23,0.36,16,668,0,1
25,0,2,68700,5,0,3838,0,15.03,0.06,3,643,0,1
30,0,2,230139,6,1,11873,4,17.24,0.05,9,633,0,1
23,0,0,36968,1,0,5000,1,9.02,0.14,3,565,0,1
33,0,2,18401,11,0,2500,4,12.24,0.14,6,713,0,1
24,1,0,35911,0,0,8937,3,11.87,0.25,4,674,0,1
24,1,0,40673,1,0,6000,0,14.13,0.15,4,614,0,1
39,0,0,131166,18,1,14557,5,13.62,0.11,15,616,0,1
24,1,2,106647,0,1,4388,2,8.64,0.04,4,650,0,1
23,0,2,36926,1,0,4000,3,16.3,0.11,4,533,0,1
30,1,3,736127,5,1,22079,3,10.6,0.03,9,623,0,1
24,1,0,35551,2,0,7444,3,11.2,0.21,4,644,0,1
29,0,2,42853,5,0,3000,0,12.1,0.07,9,568,0,1
22,0,0,41095,0,0,5866,1,11.01,0.14,4,520,0,1
26,0,0,43241,2,0,12094,1,9.5,0.28,6,690,0,1
24,1,3,65950,3,0,5000,1,16,0.08,4,640,0,1
51,1,1,19036,30,0,1204,1,11.01,0.06,20,624,0,1
27,1,3,50794,5,0,11091,0,14.65,0.22,5,664,0,1
24,1,2,48130,0,1,3261,3,9.06,0.07,3,641,0,1
41,0,4,119343,19,1,7663,3,15.13,0.06,13,709,0,1
25,1,2,47587,0,0,15000,1,15.34,0.32,3,585,0,1
29,0,3,34829,6,0,8679,1,15.09,0.25,10,668,0,1
25,1,1,25876,4,0,10130,0,11.36,0.39,6,671,0,1
25,0,0,31070,5,0,8500,3,11.54,0.27,3,584,0,1
26,0,0,68561,3,1,8400,3,10.7,0.12,7,579,0,1
29,0,2,94478,6,0,10000,1,15.89,0.11,8,641,0,1
25,1,0,32376,3,0,8427,1,14.08,0.26,4,657,0,1
29,1,2,29137,10,1,6077,2,14.06,0.21,9,601,0,1
24,1,2,68501,0,1,15000,3,11.26,0.22,3,665,0,1
28,0,2,39572,6,0,12000,3,14.24,0.3,10,669,0,1
42,0,1,92547,18,1,20000,2,17.48,0.22,12,694,0,1
23,1,1,26255,0,0,10000,1,12.62,0.38,4,683,0,1
25,0,2,112933,0,0,30456,4,14.77,0.27,3,653,0,1
24,0,3,37232,3,0,9369,3,11.95,0.25,3,589,0,1
35,0,2,215711,16,1,15273,4,13.94,0.07,10,662,0,1
30,0,1,35995,4,0,10000,2,13.56,0.28,6,653,0,1
